name,artists,popularity,danceability,valence,energy,explicit,key,liveness,loudness,speechiness,tempo,cluster,cluster_name
The Real Slim Shady,['Eminem'],41,0.937,0.7709999999999999,0.615,0,5,0.0602,-6.521,0.061,104.482,0,Party
Murder Man,['Pastor Troy'],41,0.7140000000000001,0.238,0.765,1,11,0.269,-5.684,0.0819,155.263,4,Energetic
Dia Especial (feat. Gustavo Cerati),"['Shakira', 'Gustavo Cerati']",53,0.6459999999999999,0.345,0.612,0,1,0.114,-8.283,0.0299,124.992,1,Workout
Un Chi Chi,['Aventura'],46,0.8420000000000001,0.908,0.532,0,1,0.283,-9.375,0.0348,130.007,0,Party
Finger on the Trigger,['Brandon Jenkins'],39,0.595,0.385,0.569,1,0,0.21,-7.931,0.0274,82.944,3,Balanced
Ni Tu Amigo Ni Tu Amante,['Los Traileros Del Norte'],45,0.5379999999999999,0.97,0.5329999999999999,0,5,0.125,-5.0360000000000005,0.0987,206.834,4,Energetic
Admit It!!,['Say Anything'],39,0.588,0.4270000000000001,0.965,0,11,0.134,-4.35,0.103,98.019,1,Workout
Arrinconamela,['La Numero 1 Banda Jerez De Marco A. Flores'],45,0.725,0.675,0.6990000000000001,1,0,0.232,-8.45,0.0619,117.433,0,Party
Something Sexy About the Rain,['Kenny Chesney'],39,0.535,0.21,0.337,0,3,0.0693,-12.688,0.0318,78.947,3,Balanced
Seasons of Love B,['Cast Of The Motion Picture Rent'],42,0.585,0.454,0.526,0,5,0.0651,-5.785,0.0331,88.99600000000002,1,Workout
Ya Mar,"['Leo Kottke', 'Mike Gordon']",39,0.4970000000000001,0.962,0.8290000000000001,0,5,0.132,-6.369,0.0292,103.627,0,Party
Planning a Prison Break,['The Receiving End Of Sirens'],40,0.493,0.74,0.914,0,8,0.964,-5.894,0.0557,91.045,1,Workout
Govinda Jai Jai,['Alice Coltrane'],44,0.447,0.394,0.4,0,3,0.103,-11.111,0.0277,86.271,3,Balanced
Zebra,['John Butler Trio'],48,0.622,0.767,0.642,0,4,0.165,-6.996,0.0451,78.594,0,Party
I Am The Upsetter,"['Lee ""Scratch"" Perry']",39,0.873,0.599,0.462,0,1,0.0954,-7.8679999999999986,0.0633,78.361,0,Party
"The Black Hawk War, Or, How to Demolish an Entire Civilization and Still Feel Good About Yourself In the Morning, Or, We Apologize for the Inconvenience But You're Going to Have to Leave Now, Or...",['Sufjan Stevens'],43,0.198,0.114,0.562,0,9,0.0929,-7.32,0.0367,88.307,1,Workout
Levantando Las Manos,['El Simbolo'],57,0.68,0.941,0.941,0,0,0.0807,-4.988,0.0858,96.584,0,Party
In Too Far,['Acceptance'],41,0.423,0.628,0.885,0,1,0.106,-4.003,0.0481,75.192,1,Workout
"Red to Black (feat. Kenna, Jonah Matranga & Styles of Beyond)","['Fort Minor', 'Kenna', 'Jonah Matranga', 'Styles Of Beyond']",43,0.8390000000000001,0.915,0.816,1,3,0.16,-4.447,0.0365,120.022,0,Party
Check On It (feat. Slim Thug),"['Beyoncé', 'Slim Thug']",44,0.7020000000000001,0.887,0.89,0,7,0.385,-3.794,0.214,166.115,4,Energetic
Lock And Load,"['Lil Wayne', 'Kurupt']",40,0.718,0.517,0.883,1,1,0.381,-3.91,0.31,170.074,4,Energetic
Greener,['Tally Hall'],40,0.557,0.56,0.772,0,4,0.122,-4.88,0.0405,161.858,4,Energetic
If You Want Peace... Prepare For War,['Children Of Bodom'],47,0.387,0.443,0.983,0,10,0.267,-2.769,0.068,170.075,4,Energetic
Arrastrando La Cobija,['Los Traileros Del Norte'],43,0.6890000000000001,0.958,0.855,0,0,0.14,-4.045,0.0579,105.792,0,Party
Enter Lord Vader,"['John Williams', 'London Symphony Orchestra']",43,0.112,0.0365,0.143,0,9,0.091,-17.012,0.0363,78.619,2,Chill
Roll Me Through The Gates Of Hell,['Mischief Brew'],41,0.517,0.8009999999999999,0.773,0,0,0.7609999999999999,-7.41,0.0615,136.434,4,Energetic
Gangsters and Thugs,['Transplants'],43,0.622,0.654,0.835,0,11,0.345,-5.367999999999999,0.0558,168.56599999999997,4,Energetic
Las Cuatro De La Mañana,['El Viejo Paulino Y Su Gente'],45,0.795,0.851,0.5,0,7,0.195,-9.083,0.0714,114.004,0,Party
So Here We Are,['Bloc Party'],40,0.296,0.134,0.841,0,9,0.102,-4.746,0.0487,155.563,1,Workout
Llueve sobre la ciudad,['Los Bunkers'],65,0.482,0.7829999999999999,0.7859999999999999,0,9,0.0472,-4.166,0.0343,107.837,0,Party
Lavender Blue (Dilly Dilly) - Instrumental,['Fred Mollin'],43,0.496,0.196,0.128,0,0,0.0923,-18.793,0.0305,111.062,2,Chill
Music,['Leela James'],49,0.778,0.52,0.636,0,1,0.106,-6.539,0.129,98.008,0,Party
The Documentary,['The Game'],44,0.51,0.487,0.7979999999999999,1,1,0.281,-5.931,0.364,168.27,4,Energetic
Discovering the Waterfront,['Silverstein'],42,0.483,0.159,0.848,0,2,0.123,-4.022,0.0527,126.056,1,Workout
Banshee Beat,['Animal Collective'],43,0.346,0.317,0.487,0,9,0.146,-12.542,0.0406,114.16,3,Balanced
You're the Love I Wanna Be In,['Jason Aldean'],38,0.615,0.555,0.831,0,8,0.254,-2.668,0.0394,118.055,1,Workout
Don't Call Me Peanut,['Bayside'],39,0.63,0.245,0.252,0,10,0.117,-11.693,0.0322,152.32299999999995,3,Balanced
Amor De Unas Horas,['Cardenales De Nuevo León'],46,0.659,0.8009999999999999,0.7390000000000001,0,2,0.243,-7.102,0.0462,107.215,0,Party
Studio Luv,['T-Pain'],40,0.652,0.178,0.505,0,2,0.096,-9.204,0.0539,130.463,3,Balanced
Professional Killer,['KMFDM'],45,0.634,0.687,0.865,0,10,0.315,-6.2929999999999975,0.0477,120.006,0,Party
I'll Fly Away,['Ralph Stanley'],40,0.483,0.452,0.503,0,11,0.139,-7.093,0.0342,126.884,1,Workout
Change,['Tracy Chapman'],50,0.762,0.467,0.504,0,5,0.119,-9.424,0.0282,125.736,3,Balanced
Give Me That,"['Webbie', 'Bun B']",38,0.674,0.506,0.773,1,8,0.312,-6.002000000000002,0.288,78.001,0,Party
I'm Sprung 2,['T-Pain'],40,0.755,0.41,0.473,1,0,0.189,-9.7,0.342,100.029,3,Balanced
Hot 2 Nite,['New Edition'],40,0.748,0.863,0.688,0,1,0.14,-7.142,0.141,100.082,0,Party
Ridin Spinners (feat. Lil' Flip) - Explicit Album Version,"['Three 6 Mafia', ""Lil' Flip""]",39,0.7879999999999999,0.72,0.947,1,6,0.212,-4.348,0.273,164.213,0,Party
Crazy as a Loon,['John Prine'],41,0.564,0.5579999999999999,0.414,0,9,0.241,-10.879,0.0292,121.437,3,Balanced
Stars and Boulevards,['Augustana'],40,0.273,0.441,0.723,0,7,0.0902,-5.209,0.0336,79.815,1,Workout
Alaba,['Ricardo Rodriguez'],44,0.348,0.324,0.632,0,2,0.6759999999999999,-7.92,0.0368,140.341,1,Workout
Love Me Tender - Instrumental,['Fred Mollin'],42,0.444,0.16,0.0644,0,7,0.0893,-17.92,0.0377,142.41,2,Chill
Make Tonight,['Emanuel'],41,0.431,0.416,0.915,0,3,0.302,-4.048,0.0893,122.347,1,Workout
Hoy Tengo Miedo,['Fobia'],50,0.698,0.209,0.5429999999999999,0,9,0.104,-5.345,0.0359,117.982,1,Workout
Hold Me Down,['Motion City Soundtrack'],40,0.516,0.162,0.8540000000000001,0,1,0.0675,-6.224,0.049,120.087,1,Workout
Fat Spliffs,['Slightly Stoopid'],39,0.8170000000000001,0.914,0.682,0,2,0.0828,-5.477,0.0707,82.15299999999998,0,Party
Call It Karma,['Silverstein'],41,0.434,0.242,0.883,0,9,0.263,-3.13,0.0514,170.02200000000005,4,Energetic
Medley,['Wiso G'],47,0.89,0.813,0.723,0,9,0.166,-6.129,0.112,97.983,0,Party
Ides of March,['Silverstein'],41,0.516,0.14,0.76,0,9,0.105,-5.3610000000000015,0.0375,129.984,1,Workout
"Sugar (Gimme Some) [feat. Ludacris, Lil Kim, and Cee-Lo] - Main",['Trick Daddy'],40,0.813,0.911,0.687,0,4,0.146,-5.62,0.184,120.023,0,Party
The Killchain,['Bolt Thrower'],46,0.402,0.4270000000000001,0.86,0,8,0.103,-7.689,0.039,108.118,1,Workout
Kajra Re,"['Alisha Chinai', 'Shankar Mahadevan', 'Javed Ali']",51,0.484,0.68,0.898,0,0,0.091,-4.132,0.1639999999999999,91.975,1,Workout
Holding Someone's Hair Back,['Circa Survive'],39,0.326,0.345,0.831,0,11,0.139,-7.029,0.0842,181.239,4,Energetic
Holiday from Real - 2015 Remastered,"[""Jack's Mannequin""]",40,0.3670000000000001,0.366,0.855,1,0,0.385,-4.207,0.0421,104.8,1,Workout
Even If I Wanted To,['Jason Aldean'],38,0.493,0.294,0.652,0,2,0.25,-4.343,0.0353,149.779,4,Energetic
Weezy Baby,"['Lil Wayne', 'Nikki']",40,0.784,0.747,0.637,1,2,0.283,-4.227,0.281,77.85600000000002,0,Party
It's A Long Way To The Top (If You Wanna Rock 'n' Roll),['Dropkick Murphys'],47,0.353,0.285,0.889,0,3,0.166,-2.994,0.0893,145.745,1,Workout
The Matador,['The White Buffalo'],50,0.317,0.15,0.339,0,4,0.101,-11.626,0.0281,61.85,2,Chill
I Just Can't Live a Lie,['Carrie Underwood'],41,0.476,0.283,0.635,0,6,0.12,-4.824,0.0273,153.866,4,Energetic
Everybody's Somebopdy's Fool,['Connie Francis'],48,0.584,0.753,0.737,0,1,0.208,-4.643,0.0306,84.322,0,Party
Party Doll,['Buddy Knox'],46,0.664,0.6609999999999999,0.731,0,11,0.216,-7.84,0.0779,90.054,0,Party
...Baby One More Time,['Bowling For Soup'],44,0.405,0.513,0.595,0,2,0.29,-4.727,0.0354,176.543,4,Energetic
Hold Me,['Weezer'],41,0.378,0.115,0.521,0,3,0.112,-5.029,0.0296,85.141,1,Workout
Give It To Her,['Tanto Metro & Devonte'],46,0.6,0.763,0.583,0,9,0.0992,-6.617000000000001,0.281,126.517,0,Party
Arriving Somewhere But Not Here,['Porcupine Tree'],51,0.376,0.0483,0.789,0,2,0.245,-5.032,0.05,159.966,1,Workout
Would You Catch a Falling Star,['John Anderson'],39,0.726,0.7120000000000001,0.33,0,1,0.0704,-14.864,0.033,109.158,3,Balanced
Desahogo,['Vico C'],51,0.7979999999999999,0.861,0.74,0,2,0.192,-2.5340000000000003,0.278,90.164,0,Party
如果的事,"['Christine Fan', 'Angela Chang']",53,0.5920000000000001,0.5579999999999999,0.469,0,2,0.198,-7.667999999999997,0.0293,129.959,3,Balanced
Standing Ovation,['Jeezy'],39,0.5479999999999999,0.16,0.838,1,5,0.0689,-8.0,0.206,144.09,1,Workout
Like You (feat. Ciara),"['Bow Wow', 'Ciara']",43,0.575,0.466,0.5920000000000001,0,6,0.0761,-8.782,0.188,81.536,3,Balanced
Te Quiero Mucho,['Los Rieleros Del Norte'],51,0.695,0.912,0.606,0,10,0.112,-6.416,0.03,118.962,0,Party
Amor Primero,['Reik'],38,0.737,0.858,0.746,0,0,0.196,-5.632999999999999,0.0273,105.018,0,Party
Vivo en el limbo,"['Kaleth Morales', 'Andres Herrera']",56,0.6509999999999999,0.91,0.831,0,0,0.716,-4.802,0.0976,106.241,0,Party
Good Day,['Tally Hall'],41,0.69,0.5720000000000001,0.552,0,4,0.133,-6.643,0.0366,107.987,0,Party
Little Star,['The Elegants'],38,0.408,0.6970000000000001,0.397,0,9,0.28,-12.536,0.03,72.615,3,Balanced
A Dream Is a Wish Your Heart Makes,"['Ilene Woods', 'Mice Chorus']",41,0.262,0.149,0.17,0,3,0.204,-14.8,0.0472,89.594,2,Chill
A Baltimore Love Thing,['50 Cent'],45,0.598,0.715,0.8170000000000001,1,1,0.111,-5.553,0.401,81.51,0,Party
Forgiven,['Disturbed'],44,0.473,0.341,0.969,0,9,0.111,-2.9730000000000003,0.148,93.948,1,Workout
I Can't Go for That (No Can Do),['Daryl Hall & John Oates'],43,0.8909999999999999,0.964,0.452,0,5,0.0342,-9.086,0.0369,110.586,0,Party
Streets Favorite,['Capone'],57,0.6990000000000001,0.4270000000000001,0.655,1,2,0.303,-5.367000000000001,0.219,88.027,1,Workout
I Will Always Love You,['Dolly Parton'],43,0.439,0.18,0.153,0,9,0.118,-12.319,0.0333,135.256,3,Balanced
I'll Go To My Grave Loving You,['The Statler Brothers'],40,0.606,0.7909999999999999,0.425,0,10,0.119,-11.671,0.025,95.807,0,Party
Get a Little Closer,['Pretty Ricky'],42,0.696,0.769,0.618,1,4,0.305,-6.652,0.107,78.023,0,Party
Til I See You - Live,['Hillsong UNITED'],39,0.389,0.102,0.46,0,4,0.173,-7.702000000000001,0.028,142.003,1,Workout
Wisemen,['James Blunt'],57,0.633,0.634,0.701,1,10,0.165,-5.968999999999999,0.0267,151.892,4,Energetic
What Are You Doing New Year's Eve?,"['Diana Krall', 'Clayton-Hamilton Jazz Orchestra']",41,0.435,0.138,0.127,0,8,0.109,-14.468,0.0382,69.48,2,Chill
A Gunshot to the Head of Trepidation,['Trivium'],45,0.254,0.481,0.952,0,2,0.209,-3.472,0.0497,145.024,4,Energetic
Eclipse (feat. Substantial),"['Nujabes', 'Substantial']",44,0.596,0.642,0.777,0,11,0.206,-11.963,0.262,95.65,0,Party
Stabbing the Drama,['Soilwork'],49,0.47,0.176,0.966,0,4,0.232,-4.0710000000000015,0.122,150.066,1,Workout
Criminal,['Eminem'],44,0.804,0.5539999999999999,0.7240000000000001,1,11,0.287,-6.1610000000000005,0.271,101.951,0,Party
La Grange,['ZZ Top'],38,0.469,0.52,0.532,0,9,0.118,-15.666,0.0609,160.914,4,Energetic
Sacred Lie,['Disturbed'],44,0.537,0.287,0.967,0,5,0.1,-2.735,0.0649,104.898,1,Workout
La Tortura (feat. Alejandro Sanz) - Alternate Version,"['Shakira', 'Alejandro Sanz']",48,0.784,0.782,0.763,0,0,0.0974,-5.075,0.0483,100.012,0,Party
White Privilege,['Macklemore'],43,0.385,0.5529999999999999,0.85,0,0,0.1639999999999999,-3.354,0.277,83.229,1,Workout
Scrooge,['The Muppet Cast'],40,0.73,0.75,0.332,0,4,0.364,-14.544,0.128,98.035,3,Balanced
Roses for the Dead,['Funeral For A Friend'],48,0.386,0.55,0.949,0,8,0.132,-3.701,0.0486,105.219,1,Workout
One And Only,"['Mariah Carey', 'Twista']",38,0.782,0.606,0.682,0,6,0.0661,-6.216,0.0373,130.06,0,Party
I Ain't In Checotah Anymore,['Carrie Underwood'],40,0.486,0.441,0.8590000000000001,0,0,0.141,-3.579,0.0693,157.898,4,Energetic
Je pense à toi,['Amadou & Mariam'],44,0.6779999999999999,0.855,0.423,0,11,0.151,-10.223,0.0265,106.346,0,Party
The Haunting (Somewhere in Time) [feat. Simone Simons],"['Kamelot', 'Simone Simons']",50,0.281,0.286,0.841,0,1,0.262,-7.232,0.067,120.016,1,Workout
Freaks,"['Play-N-Skillz', 'Krayzie Bone', 'Adina Howard']",38,0.723,0.784,0.596,1,1,0.22,-5.6770000000000005,0.153,69.008,0,Party
Messages,['Xavier Rudd'],52,0.5379999999999999,0.431,0.563,0,1,0.106,-12.535,0.178,125.873,3,Balanced
You Know What You Are?,['Nine Inch Nails'],39,0.5,0.266,0.975,1,10,0.299,-5.754,0.0954,160.02700000000004,4,Energetic
Body Movin' - Fatboy Slim Remix / Remastered 2005,"['Beastie Boys', 'Fatboy Slim']",44,0.653,0.696,0.964,0,6,0.148,-4.026,0.106,101.79,0,Party
Your Eyes,['Adam Pascal'],41,0.387,0.113,0.412,0,0,0.214,-6.727,0.0286,100.879,1,Workout
garden,['Gregory Alan Isakov'],42,0.527,0.331,0.226,0,8,0.303,-19.611,0.0357,93.054,2,Chill
Go Crazy,['Jeezy'],39,0.405,0.626,0.962,1,4,0.133,-2.575,0.341,84.208,1,Workout
Memo From Turner,['Mick Jagger'],45,0.5589999999999999,0.768,0.7040000000000001,0,9,0.401,-9.887,0.0742,82.947,0,Party
Corporeal,['Broadcast'],43,0.631,0.267,0.609,0,2,0.223,-9.803,0.0509,124.983,3,Balanced
Biggest Part of Me,['Ambrosia'],40,0.498,0.882,0.723,0,10,0.353,-8.052999999999999,0.05,153.227,4,Energetic
Feels Blind,['Bikini Kill'],42,0.346,0.8859999999999999,0.862,0,8,0.085,-6.893,0.0293,108.729,1,Workout
Pretty Fly (For A White Guy),['The Offspring'],44,0.7240000000000001,0.963,0.902,0,11,0.0476,-3.699,0.0936,143.375,0,Party
Runaway,['Cartel'],39,0.541,0.599,0.599,0,8,0.1639999999999999,-5.626,0.0362,157.606,4,Energetic
Jackson,"['Joaquin Phoenix', 'Reese Witherspoon']",38,0.76,0.522,0.878,0,7,0.0896,-7.121,0.0565,131.911,0,Party
Ralph Wiggum,['Bloodhound Gang'],46,0.472,0.638,0.979,0,9,0.111,-3.896,0.0721,157.985,4,Energetic
Don't Stop 'Til You Get Enough,['Michael Jackson'],45,0.884,0.914,0.928,0,11,0.054,-4.569,0.0877,119.354,0,Party
Thank You,"['Alanis Morissette', 'Christopher Fogel']",52,0.662,0.523,0.6509999999999999,0,0,0.122,-4.793,0.0255,92.213,0,Party
Act I: Marie and Fritz Awake/Guests Arrive/Unveiling of the Christmas Tree,"[""George Balanchine's The Nutcracker"", 'David Zinman', 'New York City Ballet Orchestra']",41,0.196,0.0922,0.1669999999999999,0,9,0.109,-21.978,0.0444,93.95,2,Chill
Dreaming Of You,['Brian Culbertson'],42,0.6679999999999999,0.76,0.547,0,8,0.0742,-13.047,0.0526,85.00299999999999,0,Party
Abel,['The National'],45,0.342,0.413,0.944,0,0,0.0848,-3.873,0.0489,158.805,4,Energetic
Music is mine,['Nujabes'],44,0.672,0.503,0.767,0,6,0.356,-6.845,0.0546,105.987,0,Party
Girlfriend (feat. Nelly) - The Neptunes Remix,"['*NSYNC', 'Nelly']",38,0.7879999999999999,0.8640000000000001,0.882,0,8,0.0633,-4.173,0.225,93.993,0,Party
Hello Walls,['Faron Young'],44,0.652,0.895,0.431,0,0,0.0909,-11.456,0.0396,119.376,0,Party
Texas,['George Strait'],40,0.5539999999999999,0.342,0.547,0,5,0.0928,-6.511,0.0256,150.237,4,Energetic
It Feels Like Christmas,['Ghost of Christmas Present'],40,0.363,0.517,0.268,0,3,0.129,-15.797,0.0542,170.455,4,Energetic
Somewhere Out There - Instrumental,['Fred Mollin'],42,0.267,0.0722,0.127,0,0,0.1369999999999999,-17.499000000000002,0.0339,78.303,2,Chill
Hands In the Sky (Big Shot),['Straylight Run'],45,0.546,0.178,0.647,0,4,0.113,-6.524,0.0406,112.027,1,Workout
To Sirius,['Gojira'],39,0.174,0.038,0.995,0,0,0.235,-3.263,0.328,168.94799999999995,4,Energetic
Corazón Enamorado,['Alberto Pedraza Con Su Ritmo Y Sabor'],44,0.657,0.775,0.491,0,5,0.125,-9.345,0.03,90.976,0,Party
My Ballz - The Longest Yard Soundtrack (Explicit),['D12'],39,0.83,0.711,0.8640000000000001,1,4,0.204,-4.595,0.286,125.011,0,Party
Georgia Rain,['Trisha Yearwood'],40,0.518,0.144,0.438,0,10,0.19,-5.716,0.0234,99.176,3,Balanced
Poppin' My Collar,['Three 6 Mafia'],40,0.733,0.8270000000000001,0.7759999999999999,1,11,0.483,-5.502000000000002,0.052,145.143,0,Party
Bella Luna,['Jason Mraz'],49,0.755,0.331,0.454,0,9,0.236,-9.609,0.0352,120.06,3,Balanced
The Man of Metropolis Steals Our Hearts,['Sufjan Stevens'],42,0.5489999999999999,0.452,0.363,0,6,0.373,-8.519,0.0282,144.999,3,Balanced
Just Fine,['Chris Brown'],44,0.682,0.5870000000000001,0.711,0,1,0.135,-6.354,0.062,91.971,0,Party
If You Think You're Lonely Now,['K-Ci'],38,0.635,0.73,0.7090000000000001,0,2,0.335,-6.759,0.0465,144.50799999999995,0,Party
Swinging Doors,['Merle Haggard'],42,0.79,0.606,0.523,0,5,0.109,-7.627000000000002,0.0293,122.358,0,Party
A Real Fine Place to Start,['Sara Evans'],39,0.585,0.208,0.789,0,8,0.141,-2.834,0.041,120.953,1,Workout
Love You So,['The King Khan & BBQ Show'],40,0.389,0.653,0.8959999999999999,0,5,0.501,-2.622,0.0599,115.143,1,Workout
Whatchu Want (feat. Jay-Z & The Notorious B.I.G.),"['The Commission', 'JAY-Z', 'The Notorious B.I.G.']",46,0.59,0.657,0.705,1,7,0.0571,-7.103,0.378,120.605,0,Party
this s*it will fcuk you up,['Combichrist'],45,0.4920000000000001,0.212,0.947,1,1,0.319,-5.97,0.0433,120.036,1,Workout
My Toy Soldier,"['50 Cent', 'Tony Yayo']",46,0.645,0.7070000000000001,0.833,1,10,0.309,-4.263999999999999,0.303,103.523,0,Party
Alright,['John Legend'],42,0.546,0.583,0.721,0,2,0.476,-8.199,0.225,159.55700000000004,4,Energetic
Voodoo Too,['Godsmack'],41,0.636,0.72,0.731,0,0,0.29,-9.124,0.0285,129.55100000000002,0,Party
So Much I,['Red Hot Chili Peppers'],48,0.374,0.405,0.988,0,4,0.173,-1.911,0.1689999999999999,149.14600000000004,4,Energetic
Handle With Care,"['Jenny Lewis', 'The Watson Twins']",40,0.501,0.7879999999999999,0.7659999999999999,0,7,0.0826,-4.5360000000000005,0.0311,132.736,4,Energetic
Mein,['Deftones'],43,0.428,0.239,0.932,0,9,0.0763,-2.7460000000000004,0.0515,124.99,1,Workout
"Listen (From the Motion Picture ""Dreamgirls"")",['Beyoncé'],42,0.483,0.202,0.59,0,11,0.177,-5.228,0.0453,122.658,1,Workout
Sin Tu Amor,['Camila'],50,0.522,0.239,0.5539999999999999,0,7,0.19,-5.705,0.064,136.799,1,Workout
I WIll Lift My Eyes,['Bebo Norman'],40,0.406,0.104,0.443,0,9,0.262,-8.991,0.0277,101.207,3,Balanced
Canto De Ossanha,['Jurassic 5'],40,0.797,0.894,0.878,0,7,0.0346,-6.617999999999999,0.0375,100.621,0,Party
Broken Boy Soldier,['The Raconteurs'],47,0.401,0.377,0.853,0,4,0.334,-5.32,0.0589,138.024,1,Workout
Big Poppa,['Mindless Self Indulgence'],39,0.6609999999999999,0.738,0.905,0,10,0.376,-5.464,0.17,185.959,4,Energetic
Te Propongo,['Hector Rey'],52,0.8109999999999999,0.865,0.5770000000000001,0,5,0.223,-9.357,0.0364,94.034,0,Party
Bumpin' My Music (feat. Scarface),"['Ray Cash', 'Scarface']",40,0.706,0.5,0.818,1,1,0.0454,-6.1320000000000014,0.296,178.202,4,Energetic
Breathe in Me,['Liquid Mind'],40,0.1669999999999999,0.0339,0.11,0,0,0.0855,-23.029,0.0499,112.601,2,Chill
Traigo Fuego,['La Banda Gorda'],42,0.6940000000000001,0.691,0.855,0,5,0.168,-6.0520000000000005,0.138,173.94400000000005,4,Energetic
Forget About,['Sibylle Baier'],47,0.59,0.28,0.106,0,10,0.11,-17.245,0.0332,97.042,3,Balanced
How Am I Supposed to Live Without You,['Michael Bolton'],54,0.539,0.177,0.5920000000000001,0,10,0.15,-7.198,0.0269,140.53799999999998,1,Workout
The Best Man I Can Be,"['Ginuwine', 'R.L.', 'Tyrese', 'Case']",39,0.662,0.302,0.536,0,0,0.0942,-7.6789999999999985,0.0689,111.845,3,Balanced
The Littlest Angel - Remastered 2006,['Bing Crosby'],44,0.272,0.295,0.151,0,5,0.0816,-17.791,0.0423,76.97,2,Chill
Fly,['Ludovico Einaudi'],60,0.174,0.0347,0.178,0,1,0.0737,-18.717,0.0362,167.972,2,Chill
Special Girl,['New Ridaz'],39,0.685,0.6940000000000001,0.612,0,8,0.0641,-5.189,0.0434,75.025,0,Party
Valerie,['The Zutons'],40,0.342,0.85,0.873,0,5,0.1639999999999999,-3.152,0.0414,168.74,4,Energetic
Little Liza Jane,['Elizabeth Mitchell'],41,0.843,0.701,0.153,0,11,0.293,-18.599,0.232,105.004,3,Balanced
Sh Boom (Life Could Be A Dream),['Kenny Vance and the Planotones'],42,0.715,0.8859999999999999,0.439,0,5,0.0826,-8.904,0.037,130.481,0,Party
1st Time (feat. Marques Houston),"['Yung Joc', 'Marques Houston']",40,0.6859999999999999,0.778,0.603,1,6,0.102,-6.112,0.202,133.034,0,Party
Wide Awake,['Audioslave'],49,0.475,0.282,0.8140000000000001,0,2,0.207,-3.772,0.0369,98.164,1,Workout
Ahora Quien,['Marc Anthony'],53,0.603,0.334,0.624,0,4,0.0992,-6.982,0.0305,130.004,1,Workout
Where We Used To Live,['Esbjörn Svensson Trio'],52,0.517,0.0836,0.0917,0,0,0.108,-18.395,0.0336,95.068,2,Chill
The Sharing Song,['Jack Johnson'],40,0.93,0.534,0.4270000000000001,0,0,0.657,-7.1720000000000015,0.0885,98.997,0,Party
I Just Came Back (From A War),['Darryl Worley'],40,0.524,0.27,0.7390000000000001,0,7,0.0629,-6.202999999999999,0.0303,98.034,1,Workout
Roll With It (feat. Project Pat) - Explicit Album Version,"['Three 6 Mafia', 'Project Pat']",39,0.8079999999999999,0.418,0.741,1,7,0.0815,-4.76,0.0535,80.00399999999998,0,Party
La Loquera,['Brazeros Musical De Durango'],42,0.682,0.934,0.856,0,0,0.528,-3.599,0.103,74.933,0,Party
Sugar Tree,['Simplified'],39,0.703,0.449,0.568,0,6,0.303,-9.794,0.0394,124.946,3,Balanced
La Playa,['Valentín Elizalde'],49,0.765,0.85,0.455,0,5,0.157,-10.33,0.163,111.232,0,Party
My Fears Have Become Phobias,['As Blood Runs Black'],43,0.429,0.286,0.994,1,0,0.0959,-1.208,0.181,116.277,1,Workout
Luv (sic) pt2,['Shing02'],45,0.847,0.797,0.529,0,5,0.0952,-5.3210000000000015,0.175,92.685,0,Party
El Polvorete,['La Numero 1 Banda Jerez De Marco A. Flores'],45,0.8290000000000001,0.98,0.879,0,5,0.0478,-6.989,0.0409,109.432,0,Party
Days To Come,"['Bonobo', 'Bajka']",49,0.601,0.416,0.5579999999999999,0,4,0.0732,-8.353,0.0441,92.948,3,Balanced
Pegao,['Wisin & Yandel'],55,0.792,0.809,0.816,0,3,0.356,-4.751,0.255,96.038,0,Party
Keep It Thoro,['Prodigy'],38,0.8059999999999999,0.7929999999999999,0.54,1,10,0.245,-6.433,0.311,88.887,0,Party
Snow White Queen,['Evanescence'],45,0.505,0.267,0.835,0,9,0.0914,-5.52,0.0737,132.004,1,Workout
Legalize It - Rarities Version,['Sublime'],41,0.737,0.515,0.45,0,4,0.108,-7.754,0.0442,81.082,3,Balanced
The Total Experience,"['Boney James', 'George Duke']",41,0.562,0.518,0.765,0,0,0.108,-6.0310000000000015,0.0372,99.987,1,Workout
Dog Problems,['The Format'],40,0.46,0.299,0.332,0,0,0.102,-8.06,0.0403,121.937,3,Balanced
Pat-A-Pan/While Shepherds Watched Their Flocks By Night - Medley / Remastered 2006,['Bing Crosby'],43,0.396,0.233,0.211,0,5,0.0835,-15.787,0.0394,92.14,2,Chill
Better,['Regina Spektor'],47,0.5379999999999999,0.376,0.695,0,5,0.0619,-4.923,0.0256,105.071,1,Workout
Nice Time,['Pepper'],39,0.69,0.825,0.7929999999999999,0,9,0.0968,-5.439,0.0284,143.68,0,Party
Bustin' Out (On Funk),['Rick James'],43,0.726,0.882,0.698,0,9,0.227,-9.761,0.109,102.955,0,Party
Idlewild Blue (Don'tchu Worry 'Bout Me),['OutKast'],43,0.772,0.424,0.861,0,7,0.064,-2.389,0.0898,133.918,0,Party
Lords Of Salem,['Rob Zombie'],42,0.417,0.305,0.964,0,5,0.477,-3.638,0.0695,142.282,1,Workout
Tu Amor,"['RBD', 'Anahí', 'Dulce María', 'Maite Perroni', 'Christian Chávez', 'Christopher von Uckermann', 'Alfonso Herrera']",53,0.634,0.584,0.703,0,1,0.112,-4.462,0.0315,88.00399999999998,0,Party
I Was Born To Love You,['Freddie Mercury'],40,0.58,0.375,0.607,0,8,0.39,-9.909,0.0346,139.446,3,Balanced
